"route_number","stop_index","hour","minutes"
"302","13","22","13 28 44 59"
"302","13","23","15"
"302","14","7","25 40 56"
"302","14","8","11 27 42 58"
"302","14","9","13 29 44"
"302","14","10","00 15 31 46"
"302","14","11","02 17 33 48"
"302","14","12","04 19 35 50"
"302","14","13","06 21 37 52"
"302","14","14","08 23 39 54"
"302","14","15","10 25 41 56"
"302","14","16","33 48"
"302","14","17","04 19 35 50"
"302","14","18","06 21 37 52"
"302","14","19","08 23 39 54"
"302","14","20","10 25 41 56"
"302","14","21","12 27 43 58"
"302","14","22","14 29 45"
"302","14","23","00 16"
"302","15","7","26 41 57"
"302","15","8","12 28 43 59"
"302","15","9","14 30 45"
"302","15","10","01 16 32 47"
"302","15","11","03 18 34 49"
"302","15","12","05 20 36 51"
"302","15","13","07 22 38 53"
"302","15","14","09 24 40 55"
"302","15","15","11 26 42 57"
"302","15","16","34 49"
"302","15","17","05 20 36 51"
"302","15","18","07 22 38 53"
"302","15","19","09 24 40 55"
"302","15","20","11 26 42 57"
"302","15","21","13 28 44 59"
"302","15","22","15 30 46"
"302","15","23","01 17"
"302","16","7","28 43 59"
"302","16","8","14 30 45"
"302","16","9","01 16 32 47"
"302","16","10","03 18 34 49"
"302","16","11","05 20 36 51"
"302","16","12","07 22 38 53"
"302","16","13","09 24 40 55"
"302","16","14","11 26 42 57"
"302","16","15","13 28 44 59"
"302","16","16","36 51"
"302","16","17","07 22 38 53"
"302","16","18","09 24 40 55"
"302","16","19","11 26 42 57"
"302","16","20","13 28 44 59"
"302","16","21","15 30 46"
"302","16","22","01 17 32 48"
"302","16","23","03 19"
"302","17","7","29 45"
"302","17","8","00 16 31 47"
"302","17","9","02 18 33 49"
"302","17","10","04 20 35 51"
"302","17","11","06 22 37 53"
"302","17","12","08 24 39 55"
"302","17","13","10 26 41 57"
"302","17","14","12 28 43 59"
"302","17","15","14 30 45"
"302","17","16","01 37 53"
"302","17","17","08 24 39 55"
"302","17","18","10 26 41 57"
"302","17","19","12 28 43 59"
"302","17","20","14 30 45"
"302","17","21","01 16 32 47"
"302","17","22","03 18 34 49"
"302","17","23","05 20"
"302","18","7","31 47"
"302","18","8","02 18 33 49"
"302","18","9","04 20 35 51"
"302","18","10","06 22 37 53"
"302","18","11","08 24 39 55"
"302","18","12","10 26 41 57"
"302","18","13","12 28 43 59"
"302","18","14","14 30 45"
"302","18","15","01 16 32 47"
"302","18","16","03 39 55"
"302","18","17","10 26 41 57"
"302","18","18","12 28 43 59"
"302","18","19","14 30 45"
"302","18","20","01 16 32 47"
"302","18","21","03 18 34 49"
"302","18","22","05 20 36 51"
"302","18","23","07 22"
"302","19","7","32 48"
"302","19","8","03 19 34 50"
"302","19","9","05 21 36 52"
"302","19","10","07 23 38 54"
"302","19","11","09 25 40 56"
"302","19","12","11 27 42 58"
"302","19","13","13 29 44"
"302","19","14","00 15 31 46"
"302","19","15","02 17 33 48"
"302","19","16","04 40 56"
"302","19","17","11 27 42 58"
"302","19","18","13 29 44"
"302","19","19","00 15 31 46"
"302","19","20","02 17 33 48"
"302","19","21","04 19 35 50"
"302","19","22","06 21 37 52"
"302","19","23","08 23"
"302","20","7","39 54"
"302","20","8","10 25 41 56"
"302","20","9","12 27 43 58"
"302","20","10","14 29 45"
"302","20","11","00 16 31 47"
"302","20","12","02 18 33 49"
"302","20","13","04 20 35 51"
"302","20","14","06 22 37 53"
"302","20","15","08 24 39 55"
"302","20","16","10 47"
"302","20","17","02 18 33 49"
"302","20","18","04 20 35 51"
"302","20","19","06 22 37 53"
"302","20","20","08 24 39 55"
"302","20","21","10 26 41 57"
"302","20","22","12 28 43 59"
"302","20","23","14 30"
"302","21","7","40 56"
"302","21","8","11 27 42 58"
"302","21","9","13 29 44"
"302","21","10","00 15 31 46"
"302","21","11","02 17 33 48"
"302","21","12","04 19 35 50"
"302","21","13","06 21 37 52"
"302","21","14","08 23 39 54"
"302","21","15","10 25 41 56"
"302","21","16","12 48"
"302","21","17","04 19 35 50"
"302","21","18","06 21 37 52"
"302","21","19","08 23 39 54"
"302","21","20","10 25 41 56"
"302","21","21","12 27 43 58"
"302","21","22","14 29 45"
"302","21","23","00 16 31"
"302","22","7","41 57"
"302","22","8","12 28 43 59"
"302","22","9","14 30 45"
"302","22","10","01 16 32 47"
"302","22","11","03 18 34 49"
"302","22","12","05 20 36 51"
"302","22","13","07 22 38 53"
"302","22","14","09 24 40 55"
"302","22","15","11 26 42 57"
"302","22","16","13 49"
"302","22","17","05 20 36 51"
"302","22","18","07 22 38 53"
"302","22","19","09 24 40 55"
"302","22","20","11 26 42 57"
"302","22","21","13 28 44 59"
"302","22","22","15 30 46"
"302","22","23","01 17 32"
"302","23","7","43 58"
"302","23","8","14 29 45"
"302","23","9","00 16 31 47"
"302","23","10","02 18 33 49"
"302","23","11","04 20 35 51"
"302","23","12","06 22 37 53"
"302","23","13","08 24 39 55"
"302","23","14","10 26 41 57"
"302","23","15","12 28 43 59"
"302","23","16","14 51"
"302","23","17","06 22 37 53"
"302","23","18","08 24 39 55"
"302","23","19","10 26 41 57"
"302","23","20","12 28 43 59"
"302","23","21","14 30 45"
"302","23","22","01 16 32 47"
"302","23","23","03 18 34"
"302","24","7","46"
"302","24","8","01 17 32 48"
"302","24","9","03 19 34 50"
"302","24","10","05 21 36 52"
"302","24","11","07 23 38 54"
"302","24","12","09 25 40 56"
"302","24","13","11 27 42 58"
"302","24","14","13 29 44"
"302","24","15","00 15 31 46"
"302","24","16","02 17 54"
"302","24","17","09 25 40 56"
"302","24","18","11 27 42 58"
"302","24","19","13 29 44"
"302","24","20","00 15 31 46"
"302","24","21","02 17 33 48"
"302","24","22","04 19 35 50"
"302","24","23","06 21 37"
"302","25","7","48"
"302","25","8","04 19 35 50"
"302","25","9","06 21 37 52"
"302","25","10","08 23 39 54"
"302","25","11","10 25 41 56"
"302","25","12","12 27 43 58"
"302","25","13","14 29 45"
"302","25","14","00 16 31 47"
"302","25","15","02 18 33 49"
"302","25","16","04 20 56"
"302","25","17","12 27 43 58"
"302","25","18","14 29 45"
"302","25","19","00 16 31 47"
"302","25","20","02 18 33 49"
"302","25","21","04 20 35 51"
"302","25","22","06 22 37 53"
"302","25","23","08 24 39"
"302","26","7","50"
"302","26","8","05 21 36 52"
"302","26","9","07 23 38 54"
"302","26","10","09 25 40 56"
"302","26","11","11 27 42 58"
"302","26","12","13 29 44"
"302","26","13","00 15 31 46"
"302","26","14","02 17 33 48"
"302","26","15","04 19 35 50"
"302","26","16","06 21 58"
"302","26","17","13 29 44"
"302","26","18","00 15 31 46"
"302","26","19","02 17 33 48"
"302","26","20","04 19 35 50"
"302","26","21","06 21 37 52"
"302","26","22","08 23 39 54"
"302","26","23","10 25 41"
"302","27","7","51"
"302","27","8","07 22 38 53"
"302","27","9","09 24 40 55"
"302","27","10","11 26 42 57"
"302","27","11","13 28 44 59"
"302","27","12","15 30 46"
"302","27","13","01 17 32 48"
"302","27","14","03 19 34 50"
"302","27","15","05 21 36 52"
"302","27","16","07 23 59"
"302","27","17","15 30 46"
"302","27","18","01 17 32 48"
"302","27","19","03 19 34 50"
"302","27","20","05 21 36 52"
"302","27","21","07 23 38 54"
"302","27","22","09 25 40 56"
"302","27","23","11 27 42"
"302","28","7","53"
"302","28","8","08 24 39 55"
"302","28","9","10 26 41 57"
"302","28","10","12 28 43 59"
"302","28","11","14 30 45"
"302","28","12","01 16 32 47"
"302","28","13","03 18 34 49"
"302","28","14","05 20 36 51"
"302","28","15","07 22 38 53"
"302","28","16","09 24"
"302","28","17","01 16 32 47"
"302","28","18","03 18 34 49"
"302","28","19","05 20 36 51"
"302","28","20","07 22 38 53"
"302","28","21","09 24 40 55"
"302","28","22","11 26 42 57"
"302","28","23","13 28 44"
"302","29","7","57"
"302","29","8","13 28 44 59"
"302","29","9","15 30 46"
"302","29","10","01 17 32 48"
"302","29","11","03 19 34 50"
"302","29","12","05 21 36 52"
"302","29","13","07 23 38 54"
"302","29","14","09 25 40 56"
"302","29","15","11 27 42 58"
"302","29","16","13 29"
"302","29","17","05 21 36 52"
"302","29","18","07 23 38 54"
"302","29","19","09 25 40 56"
"302","29","20","11 27 42 58"
"302","29","21","13 29 44"
"302","29","22","00 15 31 46"
"302","29","23","02 17 33 48"
"302","30","7","58"
"302","30","8","14 29 45"
"302","30","9","00 16 31 47"
"302","30","10","02 18 33 49"
"302","30","11","04 20 35 51"
"302","30","12","06 22 37 53"
"302","30","13","08 24 39 55"
"302","30","14","10 26 41 57"
"302","30","15","12 28 43 59"
"302","30","16","14 30"
"302","30","17","06 22 37 53"
"302","30","18","08 24 39 55"
"302","30","19","10 26 41 57"
"302","30","20","12 28 43 59"
"302","30","21","14 30 45"
"302","30","22","01 16 32 47"
"302","30","23","03 18 34 49"
"302","31","7","59"
"302","31","8","15 30 46"
"302","31","9","01 17 32 48"
"302","31","10","03 19 34 50"
"302","31","11","05 21 36 52"
"302","31","12","07 23 38 54"
"302","31","13","09 25 40 56"
"302","31","14","11 27 42 58"
"302","31","15","13 29 44"
"302","31","16","00 15 31"
"302","31","17","07 23 38 54"
"302","31","18","09 25 40 56"
"302","31","19","11 27 42 58"
"302","31","20","13 29 44"
"302","31","21","00 15 31 46"
"302","31","22","02 17 33 48"
"302","31","23","04 19 35 50"
"302","32","8","02 17 33 48"
"302","32","9","04 19 35 50"
"302","32","10","06 21 37 52"
"302","32","11","08 23 39 54"
"302","32","12","10 25 41 56"
"302","32","13","12 27 43 58"
"302","32","14","14 29 45"
"302","32","15","00 16 31 47"
"302","32","16","02 18 33"
"302","32","17","10 25 41 56"
"302","32","18","12 27 43 58"
"302","32","19","14 29 45"
"302","32","20","00 16 31 47"
"302","32","21","02 18 33 49"
"302","32","22","04 20 35 51"
"302","32","23","06 22 37 53"
"302","33","8","03 18 34 49"
"302","33","9","05 20 36 51"
"302","33","10","07 22 38 53"
"302","33","11","09 24 40 55"
"302","33","12","11 26 42 57"
"302","33","13","13 28 44 59"
"302","33","14","15 30 46"
"302","33","15","01 17 32 48"
"302","33","16","03 19 34"
"302","33","17","11 26 42 57"
"302","33","18","13 28 44 59"
"302","33","19","15 30 46"
"302","33","20","01 17 32 48"
"302","33","21","03 19 34 50"
"302","33","22","05 21 36 52"
"302","33","23","07 23 38 54"
"302","34","8","04 19 35 50"
"302","34","9","06 21 37 52"
"302","34","10","08 23 39 54"
"302","34","11","10 25 41 56"
"302","34","12","12 27 43 58"
"302","34","13","14 29 45"
"302","34","14","00 16 31 47"
"302","34","15","02 18 33 49"
"302","34","16","04 20 35"
"302","34","17","12 27 43 58"
"302","34","18","14 29 45"
"302","34","19","00 16 31 47"
"302","34","20","02 18 33 49"
"302","34","21","04 20 35 51"
"302","34","22","06 22 37 53"
"302","34","23","08 24 39 55"
"302","35","8","05 20 36 51"
"302","35","9","07 22 38 53"
"302","35","10","09 24 40 55"
"302","35","11","11 26 42 57"
"302","35","12","13 28 44 59"
"302","35","13","15 30 46"
"302","35","14","01 17 32 48"
"302","35","15","03 19 34 50"
"302","35","16","05 21 36"
"302","35","17","13 28 44 59"
"302","35","18","15 30 46"
"302","35","19","01 17 32 48"
"302","35","20","03 19 34 50"
"302","35","21","05 21 36 52"
"302","35","22","07 23 38 54"
"302","35","23","09 25 40 56"
"302","36","8","07 22 38 53"
"302","36","9","09 24 40 55"
"302","36","10","11 26 42 57"
"302","36","11","13 28 44 59"
"302","36","12","15 30 46"
"302","36","13","01 17 32 48"
"302","36","14","03 19 34 50"
"302","36","15","05 21 36 52"
"302","36","16","07 23 38"
"302","36","17","15 30 46"
"302","36","18","01 17 32 48"
"302","36","19","03 19 34 50"
"302","36","20","05 21 36 52"
"302","36","21","07 23 38 54"
"302","36","22","09 25 40 56"
"302","36","23","11 27 42 58"
"302","37","8","08 23 39 54"
"302","37","9","10 25 41 56"
"302","37","10","12 27 43 58"
"302","37","11","14 29 45"
"302","37","12","00 16 31 47"
"302","37","13","02 18 33 49"
"302","37","14","04 20 35 51"
"302","37","15","06 22 37 53"
"302","37","16","08 24 39"
"302","37","17","16 31 47"
"302","37","18","02 18 33 49"
"302","37","19","04 20 35 51"
"302","37","20","06 22 37 53"
"302","37","21","08 24 39 55"
"302","37","22","10 26 41 57"
"302","37","23","12 28 43 59"
"302","38","8","09 24 40 55"
"302","38","9","11 26 42 57"
"302","38","10","13 28 44 59"
"302","38","11","15 30 46"
"302","38","12","01 17 32 48"
"302","38","13","03 19 34 50"
"302","38","14","05 21 36 52"
"302","38","15","07 23 38 54"
"302","38","16","09 25 40"
"302","38","17","17 32 48"
"302","38","18","03 19 34 50"
"302","38","19","05 21 36 52"
"302","38","20","07 23 38 54"
"302","38","21","09 25 40 56"
"302","38","22","11 27 42 58"
"302","38","23","13 29 44"
"302","38","24","00"
"302","39","8","10 26 41 57"
"302","39","9","12 28 43 59"
"302","39","10","14 30 45"
"302","39","11","01 16 32 47"
"302","39","12","03 18 34 49"
"302","39","13","05 20 36 51"
"302","39","14","07 22 38 53"
"302","39","15","09 24 40 55"
"302","39","16","11 26 42"
"302","39","17","18 34 49"
"302","39","18","05 20 36 51"
"302","39","19","07 22 38 53"
"302","39","20","09 24 40 55"
"302","39","21","11 26 42 57"
"302","39","22","13 28 44 59"
"302","39","23","15 30 46"
"302","39","24","01"
"302","40","8","11 26 42 57"
"302","40","9","13 28 44 59"
"302","40","10","15 30 46"
"302","40","11","01 17 32 48"
"302","40","12","03 19 34 50"
"302","40","13","05 21 36 52"
"302","40","14","07 23 38 54"
"302","40","15","09 25 40 56"
"302","40","16","11 27 42"
"302","40","17","19 34 50"
"302","40","18","05 21 36 52"
"302","40","19","07 23 38 54"
"302","40","20","09 25 40 56"
"302","40","21","11 27 42 58"
"302","40","22","13 29 44"
"302","40","23","00 15 31 46"
"302","40","24","02"
"302","41","8","12 27 43 58"
"302","41","9","14 29 45"
"302","41","10","00 16 31 47"
"302","41","11","02 18 33 49"
"302","41","12","04 20 35 51"
"302","41","13","06 22 37 53"
"302","41","14","08 24 39 55"
"302","41","15","10 26 41 57"
"302","41","16","12 28 43"
"302","41","17","20 35 51"
"302","41","18","06 22 37 53"
"302","41","19","08 24 39 55"
"302","41","20","10 26 41 57"
"302","41","21","12 28 43 59"
"302","41","22","14 30 45"
"302","41","23","01 16 32 47"
"302","41","24","03"
"302","42","8","13 28 44 59"
"302","42","9","15 30 46"
"302","42","10","01 17 32 48"
"302","42","11","03 19 34 50"
"302","42","12","05 21 36 52"
"302","42","13","07 23 38 54"
"302","42","14","09 25 40 56"
"302","42","15","11 27 42 58"
"302","42","16","13 29 44"
"302","42","17","21 36 52"
"302","42","18","07 23 38 54"
"302","42","19","09 25 40 56"
"302","42","20","11 27 42 58"
"302","42","21","13 29 44"
"302","42","22","00 15 31 46"
"302","42","23","02 17 33 48"
"302","42","24","04"
"302","43","8","14 29 45"
"302","43","9","00 16 31 47"
"302","43","10","02 18 33 49"
"302","43","11","04 20 35 51"
"302","43","12","06 22 37 53"
"302","43","13","08 24 39 55"
"302","43","14","10 26 41 57"
"302","43","15","12 28 43 59"
"302","43","16","14 30 45"
"302","43","17","22 37 53"
"302","43","18","08 24 39 55"
"302","43","19","10 26 41 57"
"302","43","20","12 28 43 59"
"302","43","21","14 30 45"
"302","43","22","01 16 32 47"
"302","43","23","03 18 34 49"
"302","43","24","05"
"302","44","8","15 30 46"
"302","44","9","01 17 32 48"
"302","44","10","03 19 34 50"
"302","44","11","05 21 36 52"
"302","44","12","07 23 38 54"
"302","44","13","09 25 40 56"
"302","44","14","11 27 42 58"
"302","44","15","13 29 44"
"302","44","16","00 15 31 46"
"302","44","17","23 38 54"
"302","44","18","09 25 40 56"
"302","44","19","11 27 42 58"
"302","44","20","13 29 44"
"302","44","21","00 15 31 46"
"302","44","22","02 17 33 48"
"302","44","23","04 19 35 50"
"302","44","24","06"
"302","45","8","16 31 47"
"302","45","9","02 18 33 49"
"302","45","10","04 20 35 51"
"302","45","11","06 22 37 53"
"302","45","12","08 24 39 55"
"302","45","13","10 26 41 57"
"302","45","14","12 28 43 59"
"302","45","15","14 30 45"
"302","45","16","01 16 32 47"
"302","45","17","24 39 55"
"302","45","18","10 26 41 57"
"302","45","19","12 28 43 59"
"302","45","20","14 30 45"
"302","45","21","01 16 32 47"
"302","45","22","03 18 34 49"
"302","45","23","05 20 36 51"
"302","45","24","07"
"302","46","8","17 32 48"
"302","46","9","03 19 34 50"
"302","46","10","05 21 36 52"
"302","46","11","07 23 38 54"
"302","46","12","09 25 40 56"
"302","46","13","11 27 42 58"
"302","46","14","13 29 44"
"302","46","15","00 15 31 46"
"302","46","16","02 17 33 48"
"302","46","17","25 40 56"
"302","46","18","11 27 42 58"
"302","46","19","13 29 44"
"302","46","20","00 15 31 46"
"302","46","21","02 17 33 48"
"302","46","22","04 19 35 50"
"302","46","23","06 21 37 52"
"302","46","24","08"
"302","47","8","17 33 48"
"302","47","9","04 19 35 50"
"302","47","10","06 21 37 52"
"302","47","11","08 23 39 54"
"302","47","12","10 25 41 56"
"302","47","13","12 27 43 58"
"302","47","14","14 29 45"
"302","47","15","00 16 31 47"
"302","47","16","02 18 33 49"
"302","47","17","25 41 56"
"302","47","18","12 27 43 58"
"302","47","19","14 29 45"
"302","47","20","00 16 31 47"
"302","47","21","02 18 33 49"
"302","47","22","04 20 35 51"
"302","47","23","06 22 37 53"
"302","47","24","08"
"307","1","6","30 42 55"
"307","1","7","07 20 32 45 57"
"307","1","8","10 22 35 47"
"307","1","9","00 12 25 37 50"
"307","1","10","02 15 27 40 52"
"307","1","11","05 17 30 42 55"
"307","1","12","07 20 32 45 57"
"307","1","13","10 22 35 47"
"307","1","14","00 12 25 37 50"
"307","1","15","02 15 27 40 52"
"307","1","16","05 17 30 42 55"
"307","1","17","07 20 32 45 57"
"307","1","18","10 22 35 47"
"307","1","19","00 12 25 37 50"
"307","1","20","02 15 27 40 52"
"307","1","21","05 17 30 42 55"
"307","1","22","20 45"
"307","2","6","32 44 57"
"307","2","7","09 22 34 47 59"
"307","2","8","12 24 37 49"
"307","2","9","02 14 27 39 52"
"307","2","10","04 17 29 42 54"
"307","2","11","07 19 32 44 57"
"307","2","12","09 22 34 47 59"
"307","2","13","12 24 37 49"
"307","2","14","02 14 27 39 52"
"307","2","15","04 17 29 42 54"
"307","2","16","07 19 32 44 57"
"307","2","17","09 22 34 47 59"
"307","2","18","12 24 37 49"
"307","2","19","02 14 27 39 52"
"307","2","20","04 17 29 42 54"
"307","2","21","07 19 32 44 57"
"307","2","22","22 47"
"307","3","6","33 45 58"
"307","3","7","10 23 35 48"
"307","3","8","00 13 25 38 50"
"307","3","9","03 15 28 40 53"
"307","3","10","05 18 30 43 55"
"307","3","11","08 20 33 45 58"
"307","3","12","10 23 35 48"
"307","3","13","00 13 25 38 50"
"307","3","14","03 15 28 40 53"
"307","3","15","05 18 30 43 55"
"307","3","16","08 20 33 45 58"
"307","3","17","10 23 35 48"
"307","3","18","00 13 25 38 50"
"307","3","19","03 15 28 40 53"
"307","3","20","05 18 30 43 55"
"307","3","21","08 20 33 45 58"
"307","3","22","23 48"
"307","4","6","34 47 59"
"307","4","7","12 24 37 49"
"307","4","8","02 14 27 39 52"
"307","4","9","04 17 29 42 54"
"307","4","10","07 19 32 44 57"
"307","4","11","09 22 34 47 59"
"307","4","12","12 24 37 49"
"307","4","13","02 14 27 39 52"
"307","4","14","04 17 29 42 54"
"307","4","15","07 19 32 44 57"
"307","4","16","09 22 34 47 59"
"307","4","17","12 24 37 49"
"307","4","18","02 14 27 39 52"
"307","4","19","04 17 29 42 54"
"307","4","20","07 19 32 44 57"
"307","4","21","09 22 34 47 59"
"307","4","22","24 49"
"307","5","6","36 48"
"307","5","7","01 13 26 38 51"
"307","5","8","03 16 28 41 53"
"307","5","9","06 18 31 43 56"
"307","5","10","08 21 33 46 58"
"307","5","11","11 23 36 48"
"307","5","12","01 13 26 38 51"
"307","5","13","03 16 28 41 53"
"307","5","14","06 18 31 43 56"
"307","5","15","08 21 33 46 58"
"307","5","16","11 23 36 48"
"307","5","17","01 13 26 38 51"
"307","5","18","03 16 28 41 53"
"307","5","19","06 18 31 43 56"
"307","5","20","08 21 33 46 58"
"307","5","21","11 23 36 48"
"307","5","22","01 26 51"
"307","6","6","38 50"
"307","6","7","03 15 28 40 53"
"307","6","8","05 18 30 43 55"
"307","6","9","08 20 33 45 58"
"307","6","10","10 23 35 48"
"307","6","11","00 13 25 38 50"
"307","6","12","03 15 28 40 53"
"307","6","13","05 18 30 43 55"
"307","6","14","08 20 33 45 58"
"307","6","15","10 23 35 48"
"307","6","16","00 13 25 38 50"
"307","6","17","03 15 28 40 53"
"307","6","18","05 18 30 43 55"
"307","6","19","08 20 33 45 58"
"307","6","20","10 23 35 48"
"307","6","21","00 13 25 38 50"
"307","6","22","03 28 53"
"307","7","6","39 51"
"307","7","7","04 16 29 41 54"
"307","7","8","06 19 31 44 56"
"307","7","9","09 21 34 46 59"
"307","7","10","11 24 36 49"
"307","7","11","01 14 26 39 51"
"307","7","12","04 16 29 41 54"
"307","7","13","06 19 31 44 56"
"307","7","14","09 21 34 46 59"
"307","7","15","11 24 36 49"
"307","7","16","01 14 26 39 51"
"307","7","17","04 16 29 41 54"
"307","7","18","06 19 31 44 56"
"307","7","19","09 21 34 46 59"
"307","7","20","11 24 36 49"
"307","7","21","01 14 26 39 51"
"307","7","22","04 29 54"
"307","8","6","40 52"
"307","8","7","05 17 30 42 55"
"307","8","8","07 20 32 45 57"
"307","8","9","10 22 35 47"
"307","8","10","00 12 25 37 50"
"307","8","11","02 15 27 40 52"
"307","8","12","05 17 30 42 55"
"307","8","13","07 20 32 45 57"
"307","8","14","10 22 35 47"
"307","8","15","00 12 25 37 50"
"307","8","16","02 15 27 40 52"
"307","8","17","05 17 30 42 55"
"307","8","18","07 20 32 45 57"
"307","8","19","10 22 35 47"
"307","8","20","00 12 25 37 50"
"307","8","21","02 15 27 40 52"
"307","8","22","05 30 55"
"307","9","6","41 54"
"307","9","7","06 19 31 44 56"
"307","9","8","09 21 34 46 59"
"307","9","9","11 24 36 49"
"307","9","10","01 14 26 39 51"
"307","9","11","04 16 29 41 54"
"307","9","12","06 19 31 44 56"
"307","9","13","09 21 34 46 59"
"307","9","14","11 24 36 49"
"307","9","15","01 14 26 39 51"
"307","9","16","04 16 29 41 54"
"307","9","17","06 19 31 44 56"
"307","9","18","09 21 34 46 59"
"307","9","19","11 24 36 49"
"307","9","20","01 14 26 39 51"
"307","9","21","04 16 29 41 54"
"307","9","22","06 31 56"
"307","10","6","43 55"
"307","10","7","08 20 33 45 58"
"307","10","8","10 23 35 48"
"307","10","9","00 13 25 38 50"
"307","10","10","03 15 28 40 53"
"307","10","11","05 18 30 43 55"
"307","10","12","08 20 33 45 58"
"307","10","13","10 23 35 48"
"307","10","14","00 13 25 38 50"
"307","10","15","03 15 28 40 53"
"307","10","16","05 18 30 43 55"
"307","10","17","08 20 33 45 58"
"307","10","18","10 23 35 48"
"307","10","19","00 13 25 38 50"
"307","10","20","03 15 28 40 53"
"307","10","21","05 18 30 43 55"
"307","10","22","08 33 58"
"307","11","6","45 57"
"307","11","7","10 22 35 47"
"307","11","8","00 12 25 37 50"
"307","11","9","02 15 27 40 52"
"307","11","10","05 17 30 42 55"
"307","11","11","07 20 32 45 57"
"307","11","12","10 22 35 47"
"307","11","13","00 12 25 37 50"
"307","11","14","02 15 27 40 52"
"307","11","15","05 17 30 42 55"
"307","11","16","07 20 32 45 57"
"307","11","17","10 22 35 47"
"307","11","18","00 12 25 37 50"
"307","11","19","02 15 27 40 52"
"307","11","20","05 17 30 42 55"
"307","11","21","07 20 32 45 57"
"307","11","22","10 35"
"307","11","23","00"
"307","12","6","47 59"
"307","12","7","12 24 37 49"
"307","12","8","02 14 27 39 52"
"307","12","9","04 17 29 42 54"
"307","12","10","07 19 32 44 57"
"307","12","11","09 22 34 47 59"
"307","12","12","12 24 37 49"
"307","12","13","02 14 27 39 52"
"307","12","14","04 17 29 42 54"
"307","12","15","07 19 32 44 57"
"307","12","16","09 22 34 47 59"
"307","12","17","12 24 37 49"
"307","12","18","02 14 27 39 52"
"307","12","19","04 17 29 42 54"
"307","12","20","07 19 32 44 57"
"307","12","21","09 22 34 47 59"
"307","12","22","12 37"
"307","12","23","02"
"307","13","6","48"
"307","13","7","01 13 26 38 51"
"307","13","8","03 16 28 41 53"
"307","13","9","06 18 31 43 56"
"307","13","10","08 21 33 46 58"
"307","13","11","11 23 36 48"
"307","13","12","01 13 26 38 51"
"307","13","13","03 16 28 41 53"
"307","13","14","06 18 31 43 56"
"307","13","15","08 21 33 46 58"
"307","13","16","11 23 36 48"
"307","13","17","01 13 26 38 51"
"307","13","18","03 16 28 41 53"
"307","13","19","06 18 31 43 56"
"307","13","20","08 21 33 46 58"
"307","13","21","11 23 36 48"
"307","13","22","01 13 38"
"307","13","23","03"
"307","14","6","50"
"307","14","7","02 15 27 40 52"
"307","14","8","05 17 30 42 55"
"307","14","9","07 20 32 45 57"
"307","14","10","10 22 35 47"
"307","14","11","00 12 25 37 50"
"307","14","12","02 15 27 40 52"
"307","14","13","05 17 30 42 55"
"307","14","14","07 20 32 45 57"
"307","14","15","10 22 35 47"
"307","14","16","00 12 25 37 50"
"307","14","17","02 15 27 40 52"
"307","14","18","05 17 30 42 55"
"307","14","19","07 20 32 45 57"
"307","14","20","10 22 35 47"
"307","14","21","00 12 25 37 50"
"307","14","22","02 15 40"
"307","14","23","05"
"307","15","6","51"
"307","15","7","04 16 29 41 54"
"307","15","8","06 19 31 44 56"
"307","15","9","09 21 34 46 59"
"307","15","10","11 24 36 49"
"307","15","11","01 14 26 39 51"
"307","15","12","04 16 29 41 54"
"307","15","13","06 19 31 44 56"
"307","15","14","09 21 34 46 59"
"307","15","15","11 24 36 49"
"307","15","16","01 14 26 39 51"
"307","15","17","04 16 29 41 54"
"307","15","18","06 19 31 44 56"
"307","15","19","09 21 34 46 59"
"307","15","20","11 24 36 49"
"307","15","21","01 14 26 39 51"
"307","15","22","04 16 41"
"307","15","23","06"
"307","16","6","54"
"307","16","7","06 19 31 44 56"
"307","16","8","09 21 34 46 59"
"307","16","9","11 24 36 49"
"307","16","10","01 14 26 39 51"
"307","16","11","04 16 29 41 54"
"307","16","12","06 19 31 44 56"
"307","16","13","09 21 34 46 59"
"307","16","14","11 24 36 49"
"307","16","15","01 14 26 39 51"
"307","16","16","04 16 29 41 54"
"307","16","17","06 19 31 44 56"
"307","16","18","09 21 34 46 59"
"307","16","19","11 24 36 49"
"307","16","20","01 14 26 39 51"
"307","16","21","04 16 29 41 54"
"307","16","22","06 19 44"
"307","16","23","09"
"307","17","6","56"
"307","17","7","09 21 34 46 59"
"307","17","8","11 24 36 49"
"307","17","9","01 14 26 39 51"
"307","17","10","04 16 29 41 54"
"307","17","11","06 19 31 44 56"
"307","17","12","09 21 34 46 59"
"307","17","13","11 24 36 49"
"307","17","14","01 14 26 39 51"
"307","17","15","04 16 29 41 54"
"307","17","16","06 19 31 44 56"
"307","17","17","09 21 34 46 59"
"307","17","18","11 24 36 49"
"307","17","19","01 14 26 39 51"
"307","17","20","04 16 29 41 54"
"307","17","21","06 19 31 44 56"
"307","17","22","09 21 46"
"307","17","23","11"
"307","18","6","58"
"307","18","7","11 23 36 48"
"307","18","8","01 13 26 38 51"
"307","18","9","03 16 28 41 53"
"307","18","10","06 18 31 43 56"
"307","18","11","08 21 33 46 58"
"307","18","12","11 23 36 48"
"307","18","13","01 13 26 38 51"
"307","18","14","03 16 28 41 53"
"307","18","15","06 18 31 43 56"
"307","18","16","08 21 33 46 58"
"307","18","17","11 23 36 48"
"307","18","18","01 13 26 38 51"
"307","18","19","03 16 28 41 53"
