"route_number","stop_index","hour","minutes"
"305","41","10","08 18 28 38 48 58"
"305","41","11","08 18 28 38 48 58"
"305","41","12","08 18 28 38 48 58"
"305","41","13","08 18 28 38 48 58"
"305","41","14","08 18 28 38 48 58"
"305","41","15","08 18 28 38 48 58"
"305","41","16","08 18 28 38 48 58"
"305","41","17","08 18 28 38 48 58"
"305","41","18","08 18 28 38 48 58"
"305","41","19","08 18 28 38 48 58"
"305","41","20","08 18 28 38 48 58"
"305","41","21","08 18 28 38 48 58"
"305","41","22","08 18 28 38 48 58"
"305","41","23","08 18 28 38 48"
"305","42","7","00 10 20 30 40 50"
"305","42","8","00 10 20 30 40 50"
"305","42","9","00 10 20 30 40 50"
"305","42","10","00 10 20 30 40 50"
"305","42","11","00 10 20 30 40 50"
"305","42","12","00 10 20 30 40 50"
"305","42","13","00 10 20 30 40 50"
"305","42","14","00 10 20 30 40 50"
"305","42","15","00 10 20 30 40 50"
"305","42","16","00 10 20 30 40 50"
"305","42","17","00 10 20 30 40 50"
"305","42","18","00 10 20 30 40 50"
"305","42","19","00 10 20 30 40 50"
"305","42","20","00 10 20 30 40 50"
"305","42","21","00 10 20 30 40 50"
"305","42","22","00 10 20 30 40 50"
"305","42","23","00 10 20 30 40 50"
"305","43","7","01 11 21 31 41 51"
"305","43","8","01 11 21 31 41 51"
"305","43","9","01 11 21 31 41 51"
"305","43","10","01 11 21 31 41 51"
"305","43","11","01 11 21 31 41 51"
"305","43","12","01 11 21 31 41 51"
"305","43","13","01 11 21 31 41 51"
"305","43","14","01 11 21 31 41 51"
"305","43","15","01 11 21 31 41 51"
"305","43","16","01 11 21 31 41 51"
"305","43","17","01 11 21 31 41 51"
"305","43","18","01 11 21 31 41 51"
"305","43","19","01 11 21 31 41 51"
"305","43","20","01 11 21 31 41 51"
"305","43","21","01 11 21 31 41 51"
"305","43","22","01 11 21 31 41 51"
"305","43","23","01 11 21 31 41 51"
"305","44","7","02 12 22 32 42 52"
"305","44","8","02 12 22 32 42 52"
"305","44","9","02 12 22 32 42 52"
"305","44","10","02 12 22 32 42 52"
"305","44","11","02 12 22 32 42 52"
"305","44","12","02 12 22 32 42 52"
"305","44","13","02 12 22 32 42 52"
"305","44","14","02 12 22 32 42 52"
"305","44","15","02 12 22 32 42 52"
"305","44","16","02 12 22 32 42 52"
"305","44","17","02 12 22 32 42 52"
"305","44","18","02 12 22 32 42 52"
"305","44","19","02 12 22 32 42 52"
"305","44","20","02 12 22 32 42 52"
"305","44","21","02 12 22 32 42 52"
"305","44","22","02 12 22 32 42 52"
"305","44","23","02 12 22 32 42 52"
"305","45","7","03 13 23 33 43 53"
"305","45","8","03 13 23 33 43 53"
"305","45","9","03 13 23 33 43 53"
"305","45","10","03 13 23 33 43 53"
"305","45","11","03 13 23 33 43 53"
"305","45","12","03 13 23 33 43 53"
"305","45","13","03 13 23 33 43 53"
"305","45","14","03 13 23 33 43 53"
"305","45","15","03 13 23 33 43 53"
"305","45","16","03 13 23 33 43 53"
"305","45","17","03 13 23 33 43 53"
"305","45","18","03 13 23 33 43 53"
"305","45","19","03 13 23 33 43 53"
"305","45","20","03 13 23 33 43 53"
"305","45","21","03 13 23 33 43 53"
"305","45","22","03 13 23 33 43 53"
"305","45","23","03 13 23 33 43 53"
"305","46","7","04 14 24 34 44 54"
"305","46","8","04 14 24 34 44 54"
"305","46","9","04 14 24 34 44 54"
"305","46","10","04 14 24 34 44 54"
"305","46","11","04 14 24 34 44 54"
"305","46","12","04 14 24 34 44 54"
"305","46","13","04 14 24 34 44 54"
"305","46","14","04 14 24 34 44 54"
"305","46","15","04 14 24 34 44 54"
"305","46","16","04 14 24 34 44 54"
"305","46","17","04 14 24 34 44 54"
"305","46","18","04 14 24 34 44 54"
"305","46","19","04 14 24 34 44 54"
"305","46","20","04 14 24 34 44 54"
"305","46","21","04 14 24 34 44 54"
"305","46","22","04 14 24 34 44 54"
"305","46","23","04 14 24 34 44 54"
"305","47","7","05 15 25 35 45 55"
"305","47","8","05 15 25 35 45 55"
"305","47","9","05 15 25 35 45 55"
"305","47","10","05 15 25 35 45 55"
"305","47","11","05 15 25 35 45 55"
"305","47","12","05 15 25 35 45 55"
"305","47","13","05 15 25 35 45 55"
"305","47","14","05 15 25 35 45 55"
"305","47","15","05 15 25 35 45 55"
"305","47","16","05 15 25 35 45 55"
"305","47","17","05 15 25 35 45 55"
"305","47","18","05 15 25 35 45 55"
"305","47","19","05 15 25 35 45 55"
"305","47","20","05 15 25 35 45 55"
"305","47","21","05 15 25 35 45 55"
"305","47","22","05 15 25 35 45 55"
"305","47","23","05 15 25 35 45 55"
"305","48","7","07 17 27 37 47 57"
"305","48","8","07 17 27 37 47 57"
"305","48","9","07 17 27 37 47 57"
"305","48","10","07 17 27 37 47 57"
"305","48","11","07 17 27 37 47 57"
"305","48","12","07 17 27 37 47 57"
"305","48","13","07 17 27 37 47 57"
"305","48","14","07 17 27 37 47 57"
"305","48","15","07 17 27 37 47 57"
"305","48","16","07 17 27 37 47 57"
"305","48","17","07 17 27 37 47 57"
"305","48","18","07 17 27 37 47 57"
"305","48","19","07 17 27 37 47 57"
"305","48","20","07 17 27 37 47 57"
"305","48","21","07 17 27 37 47 57"
"305","48","22","07 17 27 37 47 57"
"305","48","23","07 17 27 37 47 57"
"305","49","7","07 17 27 37 47 57"
"305","49","8","07 17 27 37 47 57"
"305","49","9","07 17 27 37 47 57"
"305","49","10","07 17 27 37 47 57"
"305","49","11","07 17 27 37 47 57"
"305","49","12","07 17 27 37 47 57"
"305","49","13","07 17 27 37 47 57"
"305","49","14","07 17 27 37 47 57"
"305","49","15","07 17 27 37 47 57"
"305","49","16","07 17 27 37 47 57"
"305","49","17","07 17 27 37 47 57"
"305","49","18","07 17 27 37 47 57"
"305","49","19","07 17 27 37 47 57"
"305","49","20","07 17 27 37 47 57"
"305","49","21","07 17 27 37 47 57"
"305","49","22","07 17 27 37 47 57"
"305","49","23","07 17 27 37 47 57"
"305","50","7","08 18 28 38 48 58"
"305","50","8","08 18 28 38 48 58"
"305","50","9","08 18 28 38 48 58"
"305","50","10","08 18 28 38 48 58"
"305","50","11","08 18 28 38 48 58"
"305","50","12","08 18 28 38 48 58"
"305","50","13","08 18 28 38 48 58"
"305","50","14","08 18 28 38 48 58"
"305","50","15","08 18 28 38 48 58"
"305","50","16","08 18 28 38 48 58"
"305","50","17","08 18 28 38 48 58"
"305","50","18","08 18 28 38 48 58"
"305","50","19","08 18 28 38 48 58"
"305","50","20","08 18 28 38 48 58"
"305","50","21","08 18 28 38 48 58"
"305","50","22","08 18 28 38 48 58"
"305","50","23","08 18 28 38 48 58"
"305","51","7","10 20 30 40 50"
"305","51","8","00 10 20 30 40 50"
"305","51","9","00 10 20 30 40 50"
"305","51","10","00 10 20 30 40 50"
"305","51","11","00 10 20 30 40 50"
"305","51","12","00 10 20 30 40 50"
"305","51","13","00 10 20 30 40 50"
"305","51","14","00 10 20 30 40 50"
"305","51","15","00 10 20 30 40 50"
"305","51","16","00 10 20 30 40 50"
"305","51","17","00 10 20 30 40 50"
"305","51","18","00 10 20 30 40 50"
"305","51","19","00 10 20 30 40 50"
"305","51","20","00 10 20 30 40 50"
"305","51","21","00 10 20 30 40 50"
"305","51","22","00 10 20 30 40 50"
"305","51","23","00 10 20 30 40 50"
"305","51","24","00"
"305","52","7","10 20 30 40 50"
"305","52","8","00 10 20 30 40 50"
"305","52","9","00 10 20 30 40 50"
"305","52","10","00 10 20 30 40 50"
"305","52","11","00 10 20 30 40 50"
"305","52","12","00 10 20 30 40 50"
"305","52","13","00 10 20 30 40 50"
"305","52","14","00 10 20 30 40 50"
"305","52","15","00 10 20 30 40 50"
"305","52","16","00 10 20 30 40 50"
"305","52","17","00 10 20 30 40 50"
"305","52","18","00 10 20 30 40 50"
"305","52","19","00 10 20 30 40 50"
"305","52","20","00 10 20 30 40 50"
"305","52","21","00 10 20 30 40 50"
"305","52","22","00 10 20 30 40 50"
"305","52","23","00 10 20 30 40 50"
"305","52","24","00"
"305","53","7","12 22 32 42 52"
"305","53","8","02 12 22 32 42 52"
"305","53","9","02 12 22 32 42 52"
"305","53","10","02 12 22 32 42 52"
"305","53","11","02 12 22 32 42 52"
"305","53","12","02 12 22 32 42 52"
"305","53","13","02 12 22 32 42 52"
"305","53","14","02 12 22 32 42 52"
"305","53","15","02 12 22 32 42 52"
"305","53","16","02 12 22 32 42 52"
"305","53","17","02 12 22 32 42 52"
"305","53","18","02 12 22 32 42 52"
"305","53","19","02 12 22 32 42 52"
"305","53","20","02 12 22 32 42 52"
"305","53","21","02 12 22 32 42 52"
"305","53","22","02 12 22 32 42 52"
"305","53","23","02 12 22 32 42 52"
"305","53","24","02"
"305","54","7","14 24 34 44 54"
"305","54","8","04 14 24 34 44 54"
"305","54","9","04 14 24 34 44 54"
"305","54","10","04 14 24 34 44 54"
"305","54","11","04 14 24 34 44 54"
"305","54","12","04 14 24 34 44 54"
"305","54","13","04 14 24 34 44 54"
"305","54","14","04 14 24 34 44 54"
"305","54","15","04 14 24 34 44 54"
"305","54","16","04 14 24 34 44 54"
"305","54","17","04 14 24 34 44 54"
"305","54","18","04 14 24 34 44 54"
"305","54","19","04 14 24 34 44 54"
"305","54","20","04 14 24 34 44 54"
"305","54","21","04 14 24 34 44 54"
"305","54","22","04 14 24 34 44 54"
"305","54","23","04 14 24 34 44 54"
"305","54","24","04"
"305","55","7","15 25 35 45 55"
"305","55","8","05 15 25 35 45 55"
"305","55","9","05 15 25 35 45 55"
"305","55","10","05 15 25 35 45 55"
"305","55","11","05 15 25 35 45 55"
"305","55","12","05 15 25 35 45 55"
"305","55","13","05 15 25 35 45 55"
"305","55","14","05 15 25 35 45 55"
"305","55","15","05 15 25 35 45 55"
"305","55","16","05 15 25 35 45 55"
"305","55","17","05 15 25 35 45 55"
"305","55","18","05 15 25 35 45 55"
"305","55","19","05 15 25 35 45 55"
"305","55","20","05 15 25 35 45 55"
"305","55","21","05 15 25 35 45 55"
"305","55","22","05 15 25 35 45 55"
"305","55","23","05 15 25 35 45 55"
"305","55","24","05"
"305","56","7","17 27 37 47 57"
"305","56","8","07 17 27 37 47 57"
"305","56","9","07 17 27 37 47 57"
"305","56","10","07 17 27 37 47 57"
"305","56","11","07 17 27 37 47 57"
"305","56","12","07 17 27 37 47 57"
"305","56","13","07 17 27 37 47 57"
"305","56","14","07 17 27 37 47 57"
"305","56","15","07 17 27 37 47 57"
"305","56","16","07 17 27 37 47 57"
"305","56","17","07 17 27 37 47 57"
"305","56","18","07 17 27 37 47 57"
"305","56","19","07 17 27 37 47 57"
"305","56","20","07 17 27 37 47 57"
"305","56","21","07 17 27 37 47 57"
"305","56","22","07 17 27 37 47 57"
"305","56","23","07 17 27 37 47 57"
"305","56","24","07"
"305","57","7","18 28 38 48 58"
"305","57","8","08 18 28 38 48 58"
"305","57","9","08 18 28 38 48 58"
"305","57","10","08 18 28 38 48 58"
"305","57","11","08 18 28 38 48 58"
"305","57","12","08 18 28 38 48 58"
"305","57","13","08 18 28 38 48 58"
"305","57","14","08 18 28 38 48 58"
"305","57","15","08 18 28 38 48 58"
"305","57","16","08 18 28 38 48 58"
"305","57","17","08 18 28 38 48 58"
"305","57","18","08 18 28 38 48 58"
"305","57","19","08 18 28 38 48 58"
"305","57","20","08 18 28 38 48 58"
"305","57","21","08 18 28 38 48 58"
"305","57","22","08 18 28 38 48 58"
"305","57","23","08 18 28 38 48 58"
"305","57","24","08"
"305","58","7","19 29 39 49 59"
"305","58","8","09 19 29 39 49 59"
"305","58","9","09 19 29 39 49 59"
"305","58","10","09 19 29 39 49 59"
"305","58","11","09 19 29 39 49 59"
"305","58","12","09 19 29 39 49 59"
"305","58","13","09 19 29 39 49 59"
"305","58","14","09 19 29 39 49 59"
"305","58","15","09 19 29 39 49 59"
"305","58","16","09 19 29 39 49 59"
"305","58","17","09 19 29 39 49 59"
"305","58","18","09 19 29 39 49 59"
"305","58","19","09 19 29 39 49 59"
"305","58","20","09 19 29 39 49 59"
"305","58","21","09 19 29 39 49 59"
"305","58","22","09 19 29 39 49 59"
"305","58","23","09 19 29 39 49 59"
"305","58","24","09"
"305","59","7","20 30 40 50"
"305","59","8","00 10 20 30 40 50"
"305","59","9","00 10 20 30 40 50"
"305","59","10","00 10 20 30 40 50"
"305","59","11","00 10 20 30 40 50"
"305","59","12","00 10 20 30 40 50"
"305","59","13","00 10 20 30 40 50"
"305","59","14","00 10 20 30 40 50"
"305","59","15","00 10 20 30 40 50"
"305","59","16","00 10 20 30 40 50"
"305","59","17","00 10 20 30 40 50"
"305","59","18","00 10 20 30 40 50"
"305","59","19","00 10 20 30 40 50"
"305","59","20","00 10 20 30 40 50"
"305","59","21","00 10 20 30 40 50"
"305","59","22","00 10 20 30 40 50"
"305","59","23","00 10 20 30 40 50"
"305","59","24","00 10"
"305","60","7","21 31 41 51"
"305","60","8","01 11 21 31 41 51"
"305","60","9","01 11 21 31 41 51"
"305","60","10","01 11 21 31 41 51"
"305","60","11","01 11 21 31 41 51"
"305","60","12","01 11 21 31 41 51"
"305","60","13","01 11 21 31 41 51"
"305","60","14","01 11 21 31 41 51"
"305","60","15","01 11 21 31 41 51"
"305","60","16","01 11 21 31 41 51"
"305","60","17","01 11 21 31 41 51"
"305","60","18","01 11 21 31 41 51"
"305","60","19","01 11 21 31 41 51"
"305","60","20","01 11 21 31 41 51"
"305","60","21","01 11 21 31 41 51"
"305","60","22","01 11 21 31 41 51"
"305","60","23","01 11 21 31 41 51"
"305","60","24","01 11"
"305","61","7","22 32 42 52"
"305","61","8","02 12 22 32 42 52"
"305","61","9","02 12 22 32 42 52"
"305","61","10","02 12 22 32 42 52"
"305","61","11","02 12 22 32 42 52"
"305","61","12","02 12 22 32 42 52"
"305","61","13","02 12 22 32 42 52"
"305","61","14","02 12 22 32 42 52"
"305","61","15","02 12 22 32 42 52"
"305","61","16","02 12 22 32 42 52"
"305","61","17","02 12 22 32 42 52"
"305","61","18","02 12 22 32 42 52"
"305","61","19","02 12 22 32 42 52"
"305","61","20","02 12 22 32 42 52"
"305","61","21","02 12 22 32 42 52"
"305","61","22","02 12 22 32 42 52"
"305","61","23","02 12 22 32 42 52"
"305","61","24","02 12"
"305","62","7","23 33 43 53"
"305","62","8","03 13 23 33 43 53"
"305","62","9","03 13 23 33 43 53"
"305","62","10","03 13 23 33 43 53"
"305","62","11","03 13 23 33 43 53"
"305","62","12","03 13 23 33 43 53"
"305","62","13","03 13 23 33 43 53"
"305","62","14","03 13 23 33 43 53"
"305","62","15","03 13 23 33 43 53"
"305","62","16","03 13 23 33 43 53"
"305","62","17","03 13 23 33 43 53"
"305","62","18","03 13 23 33 43 53"
"305","62","19","03 13 23 33 43 53"
"305","62","20","03 13 23 33 43 53"
"305","62","21","03 13 23 33 43 53"
"305","62","22","03 13 23 33 43 53"
"305","62","23","03 13 23 33 43 53"
"305","62","24","03 13"
"305","63","7","24 34 44 54"
"305","63","8","04 14 24 34 44 54"
"305","63","9","04 14 24 34 44 54"
"305","63","10","04 14 24 34 44 54"
"305","63","11","04 14 24 34 44 54"
"305","63","12","04 14 24 34 44 54"
"305","63","13","04 14 24 34 44 54"
"305","63","14","04 14 24 34 44 54"
"305","63","15","04 14 24 34 44 54"
"305","63","16","04 14 24 34 44 54"
"305","63","17","04 14 24 34 44 54"
"305","63","18","04 14 24 34 44 54"
"305","63","19","04 14 24 34 44 54"
"305","63","20","04 14 24 34 44 54"
"305","63","21","04 14 24 34 44 54"
"305","63","22","04 14 24 34 44 54"
"305","63","23","04 14 24 34 44 54"
"305","63","24","04 14"
"305","64","7","24 34 44 54"
"305","64","8","04 14 24 34 44 54"
"305","64","9","04 14 24 34 44 54"
"305","64","10","04 14 24 34 44 54"
"305","64","11","04 14 24 34 44 54"
"305","64","12","04 14 24 34 44 54"
"305","64","13","04 14 24 34 44 54"
"305","64","14","04 14 24 34 44 54"
"305","64","15","04 14 24 34 44 54"
"305","64","16","04 14 24 34 44 54"
"305","64","17","04 14 24 34 44 54"
"305","64","18","04 14 24 34 44 54"
"305","64","19","04 14 24 34 44 54"
"305","64","20","04 14 24 34 44 54"
"305","64","21","04 14 24 34 44 54"
"305","64","22","04 14 24 34 44 54"
"305","64","23","04 14 24 34 44 54"
"305","64","24","04 14"
"305","65","7","25 35 45 55"
"305","65","8","05 15 25 35 45 55"
"305","65","9","05 15 25 35 45 55"
"305","65","10","05 15 25 35 45 55"
"305","65","11","05 15 25 35 45 55"
"305","65","12","05 15 25 35 45 55"
"305","65","13","05 15 25 35 45 55"
"305","65","14","05 15 25 35 45 55"
"305","65","15","05 15 25 35 45 55"
"305","65","16","05 15 25 35 45 55"
"305","65","17","05 15 25 35 45 55"
"305","65","18","05 15 25 35 45 55"
"305","65","19","05 15 25 35 45 55"
"305","65","20","05 15 25 35 45 55"
"305","65","21","05 15 25 35 45 55"
"305","65","22","05 15 25 35 45 55"
"305","65","23","05 15 25 35 45 55"
"305","65","24","05 15"
"305","66","7","26 36 46 56"
"305","66","8","06 16 26 36 46 56"
"305","66","9","06 16 26 36 46 56"
"305","66","10","06 16 26 36 46 56"
"305","66","11","06 16 26 36 46 56"
"305","66","12","06 16 26 36 46 56"
"305","66","13","06 16 26 36 46 56"
"305","66","14","06 16 26 36 46 56"
"305","66","15","06 16 26 36 46 56"
"305","66","16","06 16 26 36 46 56"
"305","66","17","06 16 26 36 46 56"
"305","66","18","06 16 26 36 46 56"
"305","66","19","06 16 26 36 46 56"
"305","66","20","06 16 26 36 46 56"
"305","66","21","06 16 26 36 46 56"
"305","66","22","06 16 26 36 46 56"
"305","66","23","06 16 26 36 46 56"
"305","66","24","06 16"
"305","67","7","27 37 47 57"
"305","67","8","07 17 27 37 47 57"
"305","67","9","07 17 27 37 47 57"
"305","67","10","07 17 27 37 47 57"
"305","67","11","07 17 27 37 47 57"
"305","67","12","07 17 27 37 47 57"
"305","67","13","07 17 27 37 47 57"
"305","67","14","07 17 27 37 47 57"
"305","67","15","07 17 27 37 47 57"
"305","67","16","07 17 27 37 47 57"
"305","67","17","07 17 27 37 47 57"
"305","67","18","07 17 27 37 47 57"
"305","67","19","07 17 27 37 47 57"
"305","67","20","07 17 27 37 47 57"
"305","67","21","07 17 27 37 47 57"
"305","67","22","07 17 27 37 47 57"
"305","67","23","07 17 27 37 47 57"
"305","67","24","07 17"
"305","68","7","28 38 48 58"
"305","68","8","08 18 28 38 48 58"
"305","68","9","08 18 28 38 48 58"
"305","68","10","08 18 28 38 48 58"
"305","68","11","08 18 28 38 48 58"
"305","68","12","08 18 28 38 48 58"
"305","68","13","08 18 28 38 48 58"
"305","68","14","08 18 28 38 48 58"
"305","68","15","08 18 28 38 48 58"
"305","68","16","08 18 28 38 48 58"
"305","68","17","08 18 28 38 48 58"
"305","68","18","08 18 28 38 48 58"
"305","68","19","08 18 28 38 48 58"
"305","68","20","08 18 28 38 48 58"
"305","68","21","08 18 28 38 48 58"
"305","68","22","08 18 28 38 48 58"
"305","68","23","08 18 28 38 48 58"
"305","68","24","08 18"
"305","69","7","29 39 49 59"
"305","69","8","09 19 29 39 49 59"
"305","69","9","09 19 29 39 49 59"
"305","69","10","09 19 29 39 49 59"
"305","69","11","09 19 29 39 49 59"
"305","69","12","09 19 29 39 49 59"
"305","69","13","09 19 29 39 49 59"
"305","69","14","09 19 29 39 49 59"
"305","69","15","09 19 29 39 49 59"
"305","69","16","09 19 29 39 49 59"
"305","69","17","09 19 29 39 49 59"
"305","69","18","09 19 29 39 49 59"
"305","69","19","09 19 29 39 49 59"
"305","69","20","09 19 29 39 49 59"
"305","69","21","09 19 29 39 49 59"
"305","69","22","09 19 29 39 49 59"
"305","69","23","09 19 29 39 49 59"
"305","69","24","09 19"
"305","70","7","30 40 50"
"305","70","8","00 10 20 30 40 50"
"305","70","9","00 10 20 30 40 50"
"305","70","10","00 10 20 30 40 50"
"305","70","11","00 10 20 30 40 50"
"305","70","12","00 10 20 30 40 50"
"305","70","13","00 10 20 30 40 50"
"305","70","14","00 10 20 30 40 50"
"305","70","15","00 10 20 30 40 50"
"305","70","16","00 10 20 30 40 50"
"305","70","17","00 10 20 30 40 50"
"305","70","18","00 10 20 30 40 50"
"305","70","19","00 10 20 30 40 50"
"305","70","20","00 10 20 30 40 50"
"305","70","21","00 10 20 30 40 50"
"305","70","22","00 10 20 30 40 50"
"305","70","23","00 10 20 30 40 50"
"305","70","24","00 10 20"
"305","71","7","31 41 51"
"305","71","8","01 11 21 31 41 51"
"305","71","9","01 11 21 31 41 51"
"305","71","10","01 11 21 31 41 51"
"305","71","11","01 11 21 31 41 51"
"305","71","12","01 11 21 31 41 51"
"305","71","13","01 11 21 31 41 51"
"305","71","14","01 11 21 31 41 51"
"305","71","15","01 11 21 31 41 51"
"305","71","16","01 11 21 31 41 51"
"305","71","17","01 11 21 31 41 51"
"305","71","18","01 11 21 31 41 51"
"305","71","19","01 11 21 31 41 51"
"305","71","20","01 11 21 31 41 51"
"305","71","21","01 11 21 31 41 51"
"305","71","22","01 11 21 31 41 51"
"305","71","23","01 11 21 31 41 51"
"305","71","24","01 11 21"
"302","1","7","11 27 42 58"
"302","1","8","13 29 44"
"302","1","9","00 15 31 46"
"302","1","10","02 17 33 48"
"302","1","11","04 19 35 50"
"302","1","12","06 21 37 52"
"302","1","13","08 23 39 54"
"302","1","14","10 25 41 56"
"302","1","15","12 27 43"
"302","1","16","19 35 50"
"302","1","17","06 21 37 52"
"302","1","18","08 23 39 54"
"302","1","19","10 25 41 56"
"302","1","20","12 27 43 58"
"302","1","21","14 29 45"
"302","1","22","00 16 31 47"
"302","1","23","02"
"302","2","7","12 28 43 59"
"302","2","8","14 30 45"
"302","2","9","01 16 32 47"
"302","2","10","03 18 34 49"
"302","2","11","05 20 36 51"
"302","2","12","07 22 38 53"
"302","2","13","09 24 40 55"
"302","2","14","11 26 42 57"
"302","2","15","13 28 44"
"302","2","16","20 36 51"
"302","2","17","07 22 38 53"
"302","2","18","09 24 40 55"
"302","2","19","11 26 42 57"
"302","2","20","13 28 44 59"
"302","2","21","15 30 46"
"302","2","22","01 17 32 48"
"302","2","23","03"
"302","3","7","13 28 44 59"
"302","3","8","15 30 46"
"302","3","9","01 17 32 48"
"302","3","10","03 19 34 50"
"302","3","11","05 21 36 52"
"302","3","12","07 23 38 54"
"302","3","13","09 25 40 56"
"302","3","14","11 27 42 58"
"302","3","15","13 29 44"
"302","3","16","21 36 52"
"302","3","17","07 23 38 54"
"302","3","18","09 25 40 56"
"302","3","19","11 27 42 58"
"302","3","20","13 29 44"
"302","3","21","00 15 31 46"
"302","3","22","02 17 33 48"
"302","3","23","04"
"302","4","7","14 30 45"
"302","4","8","01 16 32 47"
"302","4","9","03 18 34 49"
"302","4","10","05 20 36 51"
"302","4","11","07 22 38 53"
"302","4","12","09 24 40 55"
"302","4","13","11 26 42 57"
"302","4","14","13 28 44 59"
"302","4","15","15 30 46"
"302","4","16","22 38 53"
"302","4","17","09 24 40 55"
"302","4","18","11 26 42 57"
"302","4","19","13 28 44 59"
"302","4","20","15 30 46"
"302","4","21","01 17 32 48"
"302","4","22","03 19 34 50"
"302","4","23","05"
"302","5","7","15 31 46"
"302","5","8","02 17 33 48"
"302","5","9","04 19 35 50"
"302","5","10","06 21 37 52"
"302","5","11","08 23 39 54"
"302","5","12","10 25 41 56"
"302","5","13","12 27 43 58"
"302","5","14","14 29 45"
"302","5","15","00 16 31 47"
"302","5","16","23 39 54"
"302","5","17","10 25 41 56"
"302","5","18","12 27 43 58"
"302","5","19","14 29 45"
"302","5","20","00 16 31 47"
"302","5","21","02 18 33 49"
"302","5","22","04 20 35 51"
"302","5","23","06"
"302","6","7","16 31 47"
"302","6","8","02 18 33 49"
"302","6","9","04 20 35 51"
"302","6","10","06 22 37 53"
"302","6","11","08 24 39 55"
"302","6","12","10 26 41 57"
"302","6","13","12 28 43 59"
"302","6","14","14 30 45"
"302","6","15","01 16 32 47"
"302","6","16","24 39 55"
"302","6","17","10 26 41 57"
"302","6","18","12 28 43 59"
"302","6","19","14 30 45"
"302","6","20","01 16 32 47"
"302","6","21","03 18 34 49"
"302","6","22","05 20 36 51"
"302","6","23","07"
"302","7","7","17 32 48"
"302","7","8","03 19 34 50"
"302","7","9","05 21 36 52"
"302","7","10","07 23 38 54"
"302","7","11","09 25 40 56"
"302","7","12","11 27 42 58"
"302","7","13","13 29 44"
"302","7","14","00 15 31 46"
"302","7","15","02 17 33 48"
"302","7","16","25 40 56"
"302","7","17","11 27 42 58"
"302","7","18","13 29 44"
"302","7","19","00 15 31 46"
"302","7","20","02 17 33 48"
"302","7","21","04 19 35 50"
"302","7","22","06 21 37 52"
"302","7","23","08"
"302","8","7","18 33 49"
"302","8","8","04 20 35 51"
"302","8","9","06 22 37 53"
"302","8","10","08 24 39 55"
"302","8","11","10 26 41 57"
"302","8","12","12 28 43 59"
"302","8","13","14 30 45"
"302","8","14","01 16 32 47"
"302","8","15","03 18 34 49"
"302","8","16","26 41 57"
"302","8","17","12 28 43 59"
"302","8","18","14 30 45"
"302","8","19","01 16 32 47"
"302","8","20","03 18 34 49"
"302","8","21","05 20 36 51"
"302","8","22","07 22 38 53"
"302","8","23","09"
"302","9","7","19 35 50"
"302","9","8","06 21 37 52"
"302","9","9","08 23 39 54"
"302","9","10","10 25 41 56"
"302","9","11","12 27 43 58"
"302","9","12","14 29 45"
"302","9","13","00 16 31 47"
"302","9","14","02 18 33 49"
"302","9","15","04 20 35 51"
"302","9","16","27 43 58"
"302","9","17","14 29 45"
"302","9","18","00 16 31 47"
"302","9","19","02 18 33 49"
"302","9","20","04 20 35 51"
"302","9","21","06 22 37 53"
"302","9","22","08 24 39 55"
"302","9","23","10"
"302","10","7","21 36 52"
"302","10","8","07 23 38 54"
"302","10","9","09 25 40 56"
"302","10","10","11 27 42 58"
"302","10","11","13 29 44"
"302","10","12","00 15 31 46"
"302","10","13","02 17 33 48"
"302","10","14","04 19 35 50"
"302","10","15","06 21 37 52"
"302","10","16","29 44"
"302","10","17","00 15 31 46"
"302","10","18","02 17 33 48"
"302","10","19","04 19 35 50"
"302","10","20","06 21 37 52"
"302","10","21","08 23 39 54"
"302","10","22","10 25 41 56"
"302","10","23","12"
"302","11","7","22 37 53"
"302","11","8","08 24 39 55"
"302","11","9","10 26 41 57"
"302","11","10","12 28 43 59"
"302","11","11","14 30 45"
"302","11","12","01 16 32 47"
"302","11","13","03 18 34 49"
"302","11","14","05 20 36 51"
"302","11","15","07 22 38 53"
"302","11","16","30 45"
"302","11","17","01 16 32 47"
"302","11","18","03 18 34 49"
"302","11","19","05 20 36 51"
"302","11","20","07 22 38 53"
"302","11","21","09 24 40 55"
"302","11","22","11 26 42 57"
"302","11","23","13"
"302","12","7","23 38 54"
"302","12","8","09 25 40 56"
"302","12","9","11 27 42 58"
"302","12","10","13 29 44"
"302","12","11","00 15 31 46"
"302","12","12","02 17 33 48"
"302","12","13","04 19 35 50"
"302","12","14","06 21 37 52"
"302","12","15","08 23 39 54"
"302","12","16","31 46"
"302","12","17","02 17 33 48"
"302","12","18","04 19 35 50"
"302","12","19","06 21 37 52"
"302","12","20","08 23 39 54"
"302","12","21","10 25 41 56"
"302","12","22","12 27 43 58"
"302","12","23","14"
"302","13","7","24 39 55"
"302","13","8","10 26 41 57"
"302","13","9","12 28 43 59"
"302","13","10","14 30 45"
"302","13","11","01 16 32 47"
"302","13","12","03 18 34 49"
"302","13","13","05 20 36 51"
"302","13","14","07 22 38 53"
"302","13","15","09 24 40 55"
"302","13","16","32 47"
"302","13","17","03 18 34 49"
"302","13","18","05 20 36 51"
"302","13","19","07 22 38 53"
"302","13","20","09 24 40 55"
"302","13","21","11 26 42 57"
